date,upc,description,quantity_sold,price,unit_cost,_size,unit_of_measure
2021-07-18,1570016255,viva 1/2 gal 2% milk,10.0,2.99,1.58,32,OZ
2021-07-18,1570016453,mg vitamin d milk pint,4.0,1.49,0.7,16,OZ
2021-07-18,1570016251,viva 1/2 gal 1% milk,4.0,2.99,1.46,64,OZ
2021-07-18,1570016144,viva skim milk 1gal,2.0,3.99,2.18,128,OZ
2021-07-18,1570014801,m-gold whole milk quart,5.0,2.49,1.23,32,OZ
2021-07-18,2640041767,drigld strawberry milk,2.0,1.99,1.18,14 OZ,
2021-07-18,2640041035,drgld bulgarian bttrmilk,1.0,2.99,1.36,,
2021-07-18,76352800008,prms lnd whl milk ch,2.0,5.49,2.6,28 OZ,
2021-07-18,74236531660,horizon whole milk,1.0,4.99,2.76,16 OZ,
2021-07-18,74236526445,horizon whole milk,5.0,6.99,4.04,64,ea
2021-07-18,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.04,64,ea
2021-07-18,85631200279,fairlife 2% choc milk,2.0,4.79,3.35,52,oz
2021-07-18,85631200277,fairlife 2% rf milk,3.0,4.79,3.35,52,ea
2021-07-18,19064664101,oatly oat milk original,2.0,6.99,4.11,OZ,
2021-07-18,3680033500,fc almond milk plain,1.0,3.99,2.36,64,oz
2021-07-19,1570016255,viva 1/2 gal 2% milk,4.0,2.99,1.58,32,OZ
2021-07-19,1570016251,viva 1/2 gal 1% milk,7.0,2.99,1.46,64,OZ
2021-07-19,1570014801,m-gold whole milk quart,6.0,2.49,1.23,32,OZ
2021-07-19,1570010320,mg buttermilk,2.0,0.49,0.27,8,OZ
2021-07-19,1570016453,mg vitamin d milk pint,5.0,1.49,0.7,16,OZ
2021-07-19,2529360023,silk soy milk unswt,2.0,6.99,3.47,64,
2021-07-19,2640041767,drigld strawberry milk,1.0,1.99,1.18,14 OZ,
2021-07-19,2640041035,drgld bulgarian bttrmilk,2.0,2.99,1.36,,
2021-07-19,81162002016,fa!rlife hole milk,3.0,4.79,3.35,52,ea
2021-07-19,74236526445,horizon whole milk,5.0,6.99,4.04,64,ea
2021-07-19,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.04,64,ea
2021-07-19,85631200277,fairlife 2% rf milk,1.0,4.79,3.35,52,ea
2021-07-19,7403004550,galbani whl milk ricott,1.0,6.49,3.66,OZ,
2021-07-19,19064664101,oatly oat milk original,1.0,6.99,4.11,OZ,
2021-07-20,1570016251,viva 1/2 gal 1% milk,4.0,2.99,1.46,64,OZ
2021-07-20,1570016244,viva 1/2 gal ff milk,7.0,2.99,1.39,32,OZ
2021-07-20,1570014801,m-gold whole milk quart,3.0,2.49,1.23,32,OZ
2021-07-20,1570010320,mg buttermilk,1.0,0.49,0.27,8,OZ
2021-07-20,1570016255,viva 1/2 gal 2% milk,11.0,2.99,1.58,32,OZ
2021-07-20,1570016453,mg vitamin d milk pint,7.0,1.49,0.7,16,OZ
2021-07-20,81162002016,fa!rlife hole milk,1.0,4.79,3.35,52,ea
2021-07-20,74236526445,horizon whole milk,10.0,6.99,4.04,64,ea
2021-07-20,74236526425,hrzn milk 2% uht og2,3.0,6.99,4.04,64,ea
2021-07-20,86102900012,malk almond milk vanilla,1.0,8.49,5.1,28,OZ
2021-07-20,85631200277,fairlife 2% rf milk,1.0,4.79,3.35,52,ea
2021-07-20,2640041767,drigld strawberry milk,3.0,1.99,1.18,14 OZ,
2021-07-21,1570016453,mg vitamin d milk pint,14.0,1.49,0.7,16,OZ
2021-07-21,1570016255,viva 1/2 gal 2% milk,5.0,2.99,1.58,32,OZ
2021-07-21,1570016244,viva 1/2 gal ff milk,1.0,2.99,1.39,32,OZ
2021-07-21,1570016144,viva skim milk 1gal,2.0,3.99,2.18,128,OZ
2021-07-21,1570014801,m-gold whole milk quart,3.0,2.49,1.23,32,OZ
2021-07-21,2640041767,drigld strawberry milk,1.0,1.99,1.18,14 OZ,
2021-07-21,86102900012,malk almond milk vanilla,2.0,8.49,5.1,28,OZ
2021-07-21,19064664101,oatly oat milk original,2.0,6.99,4.11,OZ,
2021-07-21,3680033500,fc almond milk plain,1.0,3.99,2.36,64,oz
2021-07-21,7495802558,cv mozz whl milk shredd,2.0,3.79,1.98,OZ,oz
2021-07-21,74236531660,horizon whole milk,1.0,4.99,2.76,16 OZ,
2021-07-21,74236526445,horizon whole milk,2.0,6.99,4.04,64,ea
2021-07-21,74236526425,hrzn milk 2% uht og2,1.0,6.99,4.04,64,ea
2021-07-22,1570014801,m-gold whole milk quart,3.0,2.49,1.23,32,OZ
2021-07-22,1570016144,viva skim milk 1gal,1.0,3.99,2.18,128,OZ
2021-07-22,1570016251,viva 1/2 gal 1% milk,4.0,2.99,1.46,64,OZ
2021-07-22,1570016244,viva 1/2 gal ff milk,3.0,2.99,1.39,32,OZ
2021-07-22,1570016255,viva 1/2 gal 2% milk,9.0,2.99,1.58,32,OZ
2021-07-22,1570016410,meadow gold 2% milk plastic-pt,1.0,1.49,0.68,16,OZ
2021-07-22,2529360023,silk soy milk unswt,1.0,6.99,3.47,64,
2021-07-22,2640041767,drigld strawberry milk,1.0,1.99,1.18,14 OZ,
2021-07-22,2640041035,drgld bulgarian bttrmilk,5.0,2.99,1.36,,
2021-07-22,81363602188,califa oat milk unswtnd,1.0,6.99,4.62,48,oz
2021-07-22,74236526445,horizon whole milk,7.0,6.99,4.04,64,ea
2021-07-22,74236526425,hrzn milk 2% uht og2,7.0,6.99,4.04,64,ea
2021-07-22,7403004550,galbani whl milk ricott,1.0,6.49,3.66,OZ,
2021-07-22,19064664101,oatly oat milk original,4.0,6.99,4.11,OZ,
2021-07-23,1570016255,viva 1/2 gal 2% milk,14.0,2.99,1.58,32,OZ
2021-07-23,1570016244,viva 1/2 gal ff milk,3.0,2.99,1.39,32,OZ
2021-07-23,1570016251,viva 1/2 gal 1% milk,1.0,2.99,1.46,64,OZ
2021-07-23,1570016453,mg vitamin d milk pint,6.0,1.49,0.7,16,OZ
2021-07-23,1570016410,meadow gold 2% milk plastic-pt,8.0,1.49,0.68,16,OZ
2021-07-23,1570016144,viva skim milk 1gal,2.0,3.99,2.18,128,OZ
2021-07-23,1570014801,m-gold whole milk quart,2.0,2.49,1.23,32,OZ
2021-07-23,2640041767,drigld strawberry milk,2.0,1.99,1.18,14 OZ,
2021-07-23,2640041035,drgld bulgarian bttrmilk,1.0,2.99,1.36,,
2021-07-23,81363602188,califa oat milk unswtnd,2.0,6.99,4.62,48,oz
2021-07-23,81162002016,fa!rlife hole milk,1.0,5.99,3.35,52,ea
2021-07-23,74236531660,horizon whole milk,1.0,4.99,2.76,16 OZ,
2021-07-23,74236526445,horizon whole milk,4.0,6.99,4.04,64,ea
2021-07-23,74236526425,hrzn milk 2% uht og2,3.0,6.99,4.04,64,ea
2021-07-23,82946200119,gk flaxmilk vanilla,1.0,6.99,3.61,64,
2021-07-23,85631200277,fairlife 2% rf milk,1.0,5.49,2.99,52,ea
2021-07-23,7403004550,galbani whl milk ricott,3.0,6.49,3.66,OZ,
2021-07-23,3680033500,fc almond milk plain,1.0,3.99,2.36,64,oz
2021-07-23,7495802558,cv mozz whl milk shredd,1.0,3.79,1.98,OZ,oz
2021-07-24,1570016255,viva 1/2 gal 2% milk,5.0,2.99,1.58,32,OZ
2021-07-24,1570016244,viva 1/2 gal ff milk,2.0,2.99,1.39,32,OZ
2021-07-24,1570014801,m-gold whole milk quart,4.0,2.49,1.23,32,OZ
2021-07-24,1570016144,viva skim milk 1gal,1.0,3.99,2.18,128,OZ
2021-07-24,2640041767,drigld strawberry milk,2.0,1.99,1.18,14 OZ,
2021-07-24,2529360023,silk soy milk unswt,1.0,6.99,3.47,64,
2021-07-24,74236531660,horizon whole milk,1.0,4.99,2.76,16 OZ,
2021-07-24,74236526445,horizon whole milk,2.0,6.99,4.04,64,ea
2021-07-24,74236526425,hrzn milk 2% uht og2,1.0,6.99,4.04,64,ea
2021-07-24,85631200279,fairlife 2% choc milk,1.0,5.49,2.99,52,oz
2021-07-24,7403004550,galbani whl milk ricott,1.0,6.49,3.66,OZ,
2021-07-25,1570016453,mg vitamin d milk pint,5.0,1.49,0.7,16,OZ
2021-07-25,1570016410,meadow gold 2% milk plastic-pt,3.0,1.49,0.68,16,OZ
2021-07-25,1570016251,viva 1/2 gal 1% milk,2.0,2.99,1.46,64,OZ
2021-07-25,1570016244,viva 1/2 gal ff milk,3.0,2.99,1.39,32,OZ
2021-07-25,1570016144,viva skim milk 1gal,1.0,3.99,2.18,128,OZ
2021-07-25,1570014801,m-gold whole milk quart,5.0,2.49,1.23,32,OZ
2021-07-25,2640041767,drigld strawberry milk,1.0,1.99,1.18,14 OZ,
2021-07-25,2640041035,drgld bulgarian bttrmilk,2.0,2.99,1.36,,
2021-07-25,81162002016,fa!rlife hole milk,1.0,5.99,3.35,52,ea
2021-07-25,74236526425,hrzn milk 2% uht og2,3.0,6.99,4.04,64,ea
2021-07-25,74236526445,horizon whole milk,1.0,6.99,4.04,64,ea
2021-07-25,86102900012,malk almond milk vanilla,1.0,8.49,5.1,28,OZ
2021-07-25,85631200279,fairlife 2% choc milk,1.0,5.49,3.35,52,oz
2021-07-25,85631200277,fairlife 2% rf milk,1.0,5.49,2.99,52,ea
2021-07-25,3680033500,fc almond milk plain,1.0,3.99,2.36,64,oz
2021-07-26,1570016453,mg vitamin d milk pint,3.0,1.49,0.7,16,OZ
2021-07-26,1570016410,meadow gold 2% milk plastic-pt,5.0,1.49,0.68,16,OZ
2021-07-26,1570016251,viva 1/2 gal 1% milk,5.0,2.99,1.46,64,OZ
2021-07-26,1570016244,viva 1/2 gal ff milk,3.0,2.99,1.39,32,OZ
2021-07-26,1570014801,m-gold whole milk quart,1.0,2.49,1.23,32,OZ
2021-07-26,1570016310,meadow gold 2% milk plast,4.0,2.49,1.16,32,OZ
2021-07-26,2640041767,drigld strawberry milk,2.0,1.99,1.18,14 OZ,
2021-07-26,81162002016,fa!rlife hole milk,1.0,5.99,3.35,52,ea
2021-07-26,74236526425,hrzn milk 2% uht og2,8.0,6.99,4.04,64,ea
2021-07-26,74236526445,horizon whole milk,4.0,6.99,4.04,64,ea
2021-07-26,85631200279,fairlife 2% choc milk,2.0,5.49,3.35,52,oz
2021-07-26,85631200277,fairlife 2% rf milk,1.0,5.49,2.99,52,ea
2021-07-27,1570016453,mg vitamin d milk pint,1.0,1.49,0.7,16,OZ
2021-07-27,1570016310,meadow gold 2% milk plast,2.0,2.49,1.16,32,OZ
2021-07-27,1570016251,viva 1/2 gal 1% milk,1.0,2.99,1.46,64,OZ
2021-07-27,1570016244,viva 1/2 gal ff milk,2.0,2.99,1.39,32,OZ
2021-07-27,1570016144,viva skim milk 1gal,2.0,3.99,1.93,128,OZ
2021-07-27,1570014801,m-gold whole milk quart,2.0,2.49,1.23,32,OZ
2021-07-27,81162002016,fa!rlife hole milk,3.0,5.99,3.35,52,ea
2021-07-27,85631200279,fairlife 2% choc milk,1.0,5.49,3.35,52,oz
2021-07-27,85631200277,fairlife 2% rf milk,1.0,5.49,2.99,52,ea
2021-07-27,3680033500,fc almond milk plain,2.0,3.99,2.36,64,oz
2021-07-27,7495802558,cv mozz whl milk shredd,1.0,3.79,1.98,OZ,oz
2021-07-27,74236526445,horizon whole milk,4.0,6.99,4.04,64,ea
2021-07-27,74236526425,hrzn milk 2% uht og2,4.0,6.99,4.04,64,ea
2021-07-28,1570016453,mg vitamin d milk pint,2.0,1.49,0.7,16,OZ
2021-07-28,1570016410,meadow gold 2% milk plastic-pt,4.0,1.49,0.68,16,OZ
2021-07-28,1570016310,meadow gold 2% milk plast,4.0,2.49,1.16,32,OZ
2021-07-28,1570016255,viva 1/2 gal 2% milk,1.0,2.99,1.58,32,OZ
2021-07-28,1570016251,viva 1/2 gal 1% milk,5.0,2.99,1.46,64,OZ
2021-07-28,1570016244,viva 1/2 gal ff milk,4.0,2.99,1.39,32,OZ
2021-07-28,1570014801,m-gold whole milk quart,2.0,2.49,1.23,32,OZ
2021-07-28,2640041767,drigld strawberry milk,1.0,1.99,1.18,14 OZ,
2021-07-28,74236531660,horizon whole milk,1.0,4.99,2.76,16 OZ,
2021-07-28,81363602188,califa oat milk unswtnd,1.0,6.99,4.62,48,oz
2021-07-28,85631200279,fairlife 2% choc milk,2.0,5.49,3.35,52,oz
2021-07-28,85631200277,fairlife 2% rf milk,2.0,5.49,2.99,52,ea
2021-07-28,74236526445,horizon whole milk,7.0,6.99,4.04,64,ea
2021-07-28,74236526425,hrzn milk 2% uht og2,5.0,6.99,4.04,64,ea
2021-07-28,3680033500,fc almond milk plain,1.0,3.99,2.36,64,oz
2021-07-29,1570016453,mg vitamin d milk pint,5.0,1.49,0.7,16,OZ
2021-07-29,1570016410,meadow gold 2% milk plastic-pt,5.0,1.49,0.68,16,OZ
2021-07-29,1570016310,meadow gold 2% milk plast,4.0,2.49,1.16,32,OZ
2021-07-29,1570016255,viva 1/2 gal 2% milk,8.0,2.99,1.58,32,OZ
2021-07-29,1570016251,viva 1/2 gal 1% milk,1.0,2.99,1.46,64,OZ
2021-07-29,1570014801,m-gold whole milk quart,2.0,2.49,1.23,32,OZ
2021-07-29,2640041767,drigld strawberry milk,4.0,1.99,1.18,14 OZ,
2021-07-29,2640041035,drgld bulgarian bttrmilk,3.0,2.99,1.36,,
2021-07-29,81162002016,fa!rlife hole milk,2.0,5.99,3.35,52,ea
2021-07-29,86102900012,malk almond milk vanilla,1.0,8.49,5.1,28,OZ
2021-07-29,85631200279,fairlife 2% choc milk,2.0,5.49,3.35,52,oz
2021-07-29,7495802558,cv mozz whl milk shredd,1.0,3.79,1.98,OZ,oz
2021-07-29,74236531660,horizon whole milk,1.0,4.99,2.76,16 OZ,
2021-07-29,74236526445,horizon whole milk,3.0,6.99,4.23,64,ea
2021-07-29,74236526425,hrzn milk 2% uht og2,4.0,6.99,4.04,64,ea
2021-07-30,1570016453,mg vitamin d milk pint,6.0,1.49,0.7,16,OZ
2021-07-30,1570016410,meadow gold 2% milk plastic-pt,5.0,1.49,0.68,16,OZ
2021-07-30,1570016310,meadow gold 2% milk plast,3.0,2.49,1.16,32,OZ
2021-07-30,1570016251,viva 1/2 gal 1% milk,1.0,2.99,1.46,64,OZ
2021-07-30,1570016244,viva 1/2 gal ff milk,5.0,2.99,1.39,32,OZ
2021-07-30,1570016144,viva skim milk 1gal,2.0,3.99,1.93,128,OZ
2021-07-30,1570014801,m-gold whole milk quart,2.0,2.49,1.23,32,OZ
2021-07-30,1570016255,viva 1/2 gal 2% milk,4.0,2.99,1.58,32,OZ
2021-07-30,2640041767,drigld strawberry milk,1.0,1.99,1.18,14 OZ,
2021-07-30,2529360023,silk soy milk unswt,1.0,6.99,3.47,64,
2021-07-30,81162002016,fa!rlife hole milk,1.0,5.99,3.35,52,ea
2021-07-30,85631200279,fairlife 2% choc milk,1.0,5.49,3.35,52,oz
2021-07-30,19064664101,oatly oat milk original,1.0,6.99,3.53,OZ,
2021-07-30,3680033500,fc almond milk plain,1.0,3.99,2.36,64,oz
2021-07-30,7495802558,cv mozz whl milk shredd,1.0,3.79,1.98,OZ,oz
2021-07-30,74236526445,horizon whole milk,3.0,6.99,4.23,64,ea
2021-07-31,1570016410,meadow gold 2% milk plastic-pt,3.0,1.49,0.68,16,OZ
2021-07-31,1570016255,viva 1/2 gal 2% milk,7.0,2.99,1.58,32,OZ
2021-07-31,1570016251,viva 1/2 gal 1% milk,4.0,2.99,1.46,64,OZ
2021-07-31,1570016244,viva 1/2 gal ff milk,5.0,2.99,1.39,32,OZ
2021-07-31,1570014801,m-gold whole milk quart,2.0,2.49,1.23,32,OZ
2021-07-31,1570016453,mg vitamin d milk pint,7.0,1.49,0.7,16,OZ
2021-07-31,2640041767,drigld strawberry milk,2.0,1.99,1.18,14 OZ,
2021-07-31,81363602188,califa oat milk unswtnd,2.0,6.99,4.62,48,oz
2021-07-31,81162002016,fa!rlife hole milk,1.0,5.99,3.35,52,ea
2021-07-31,74236526445,horizon whole milk,5.0,6.99,4.23,64,ea
2021-07-31,74236526425,hrzn milk 2% uht og2,4.0,6.99,4.04,64,ea
2021-07-31,85631200277,fairlife 2% rf milk,4.0,5.49,2.99,52,ea
2021-07-31,85631200279,fairlife 2% choc milk,1.0,5.49,3.35,52,oz
2021-07-31,3680033500,fc almond milk plain,2.0,3.99,2.36,64,oz
2021-07-31,7495802558,cv mozz whl milk shredd,1.0,3.79,1.98,OZ,oz
2021-08-01,1570016255,viva 1/2 gal 2% milk,7.0,2.99,1.58,32,OZ
2021-08-01,1570016453,mg vitamin d milk pint,2.0,1.49,0.7,16,OZ
2021-08-01,1570016410,meadow gold 2% milk plastic-pt,3.0,1.49,0.68,16,OZ
2021-08-01,1570016310,meadow gold 2% milk plast,2.0,2.49,1.16,32,OZ
2021-08-01,1570016251,viva 1/2 gal 1% milk,3.0,2.99,1.46,64,OZ
2021-08-01,1570014801,m-gold whole milk quart,4.0,2.49,1.23,32,OZ
2021-08-01,1570016144,viva skim milk 1gal,3.0,3.99,1.93,128,OZ
2021-08-01,81162002016,fa!rlife hole milk,1.0,5.99,3.35,52,ea
2021-08-01,81363602188,califa oat milk unswtnd,1.0,6.99,4.62,48,oz
2021-08-01,76352800015,prm milk 2% midnt choclt,3.0,2.99,1.42,12,
2021-08-01,19064664101,oatly oat milk original,2.0,6.99,3.53,OZ,
2021-08-01,3680033500,fc almond milk plain,1.0,3.99,2.36,64,oz
2021-08-01,7495802558,cv mozz whl milk shredd,3.0,3.79,1.98,OZ,oz
2021-08-01,74236531660,horizon whole milk,1.0,4.99,2.76,16 OZ,
2021-08-01,74236526445,horizon whole milk,2.0,6.99,4.04,64,ea
2021-08-01,74236526425,hrzn milk 2% uht og2,1.0,6.99,4.04,64,ea
2021-08-02,1570014801,m-gold whole milk quart,3.0,2.49,1.23,32,OZ
2021-08-02,1570016453,mg vitamin d milk pint,5.0,1.49,0.7,16,OZ
2021-08-02,1570016410,meadow gold 2% milk plastic-pt,4.0,1.49,0.68,16,OZ
2021-08-02,1570016310,meadow gold 2% milk plast,3.0,2.49,1.16,32,OZ
2021-08-02,1570016255,viva 1/2 gal 2% milk,6.0,2.99,1.58,32,OZ
2021-08-02,1570016244,viva 1/2 gal ff milk,1.0,2.99,1.39,32,OZ
2021-08-02,2529360023,silk soy milk unswt,1.0,6.99,3.47,64,
2021-08-02,2640041767,drigld strawberry milk,2.0,1.99,1.18,14 OZ,
2021-08-02,2640041035,drgld bulgarian bttrmilk,1.0,2.99,1.36,,
2021-08-02,81162002016,fa!rlife hole milk,2.0,5.99,3.35,52,ea
2021-08-02,76352800015,prm milk 2% midnt choclt,1.0,2.99,1.42,12,
2021-08-02,76352800008,prms lnd whl milk ch,2.0,5.49,2.6,28 OZ,
2021-08-02,85631200279,fairlife 2% choc milk,1.0,5.49,3.35,52,oz
2021-08-02,19064664101,oatly oat milk original,4.0,6.99,3.53,OZ,
2021-08-02,3680033500,fc almond milk plain,1.0,3.99,2.36,64,oz
2021-08-02,7495802558,cv mozz whl milk shredd,2.0,3.79,1.98,OZ,oz
2021-08-02,74236531660,horizon whole milk,1.0,4.99,2.76,16 OZ,
2021-08-02,74236526445,horizon whole milk,2.0,6.99,4.04,64,ea
2021-08-02,74236526425,hrzn milk 2% uht og2,1.0,6.99,4.04,64,ea
2021-08-03,1570014801,m-gold whole milk quart,5.0,2.49,1.23,32,OZ
2021-08-03,1570016453,mg vitamin d milk pint,5.0,1.49,0.7,16,OZ
2021-08-03,1570016410,meadow gold 2% milk plastic-pt,4.0,1.49,0.68,16,OZ
2021-08-03,1570016310,meadow gold 2% milk plast,5.0,2.49,1.16,32,OZ
2021-08-03,1570016255,viva 1/2 gal 2% milk,8.0,2.99,1.58,32,OZ
2021-08-03,2640041767,drigld strawberry milk,3.0,1.99,1.18,14 OZ,
2021-08-03,2640041035,drgld bulgarian bttrmilk,1.0,2.99,1.36,,
2021-08-03,81363602188,califa oat milk unswtnd,1.0,6.99,4.62,48,oz
2021-08-03,74236526445,horizon whole milk,1.0,6.99,4.04,64,ea
2021-08-03,74236526425,hrzn milk 2% uht og2,1.0,6.99,4.04,64,ea
2021-08-03,76352800015,prm milk 2% midnt choclt,4.0,2.99,1.42,12,
2021-08-03,76352800008,prms lnd whl milk ch,1.0,5.49,2.6,28 OZ,
2021-08-03,85631200277,fairlife 2% rf milk,2.0,5.49,2.99,52,ea
2021-08-03,85631200279,fairlife 2% choc milk,2.0,5.49,3.35,52,oz
2021-08-03,19064664101,oatly oat milk original,1.0,6.99,3.53,OZ,
2021-08-03,7495802558,cv mozz whl milk shredd,1.0,3.79,1.98,OZ,oz
2021-08-04,1570014801,m-gold whole milk quart,2.0,2.49,1.23,32,OZ
2021-08-04,1570016310,meadow gold 2% milk plast,2.0,2.49,1.16,32,OZ
2021-08-04,1570016255,viva 1/2 gal 2% milk,11.0,2.99,1.58,32,OZ
2021-08-04,1570016453,mg vitamin d milk pint,5.0,1.49,0.7,16,OZ
2021-08-04,1570016410,meadow gold 2% milk plastic-pt,1.0,1.49,0.68,16,OZ
2021-08-04,2640041767,drigld strawberry milk,1.0,1.99,1.18,14 OZ,
2021-08-04,81162002016,fa!rlife hole milk,1.0,5.99,3.35,52,ea
2021-08-04,74236526445,horizon whole milk,8.0,6.99,4.04,64,ea
2021-08-04,74236526425,hrzn milk 2% uht og2,3.0,6.99,4.04,64,ea
2021-08-04,74236531660,horizon whole milk,1.0,4.99,2.76,16 OZ,
2021-08-04,76352800008,prms lnd whl milk ch,1.0,5.49,2.6,28 OZ,
2021-08-05,1570014801,m-gold whole milk quart,6.0,2.49,1.23,32,OZ
2021-08-05,1570016255,viva 1/2 gal 2% milk,7.0,2.99,1.57,32,OZ
2021-08-05,1570016310,meadow gold 2% milk plast,3.0,2.49,1.16,32,OZ
2021-08-05,1570016144,viva skim milk 1gal,1.0,3.99,2.16,128,OZ
2021-08-05,1570016410,meadow gold 2% milk plastic-pt,1.0,1.49,0.68,16,OZ
2021-08-05,1570016453,mg vitamin d milk pint,4.0,1.49,0.7,16,OZ
2021-08-05,2640041035,drgld bulgarian bttrmilk,1.0,2.99,1.36,,
2021-08-05,2640041767,drigld strawberry milk,1.0,1.99,1.18,14 OZ,
2021-08-05,74236526445,horizon whole milk,4.0,6.99,4.23,64,ea
2021-08-05,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.04,64,ea
2021-08-05,19064664101,oatly oat milk original,1.0,6.99,4.19,OZ,
2021-08-05,3680033500,fc almond milk plain,1.0,3.99,2.36,64,oz
2021-08-06,1570016453,mg vitamin d milk pint,5.0,1.49,0.7,16,OZ
2021-08-06,1570016410,meadow gold 2% milk plastic-pt,10.0,1.49,0.68,16,OZ
2021-08-06,1570016310,meadow gold 2% milk plast,3.0,2.49,1.16,32,OZ
2021-08-06,1570016255,viva 1/2 gal 2% milk,5.0,2.99,1.57,32,OZ
2021-08-06,1570014801,m-gold whole milk quart,2.0,2.49,1.23,32,OZ
2021-08-06,2640041767,drigld strawberry milk,6.0,1.99,1.18,14 OZ,
2021-08-06,2640041035,drgld bulgarian bttrmilk,2.0,2.99,1.36,,
2021-08-06,2529360023,silk soy milk unswt,1.0,6.99,3.47,64,
2021-08-06,76352800008,prms lnd whl milk ch,2.0,5.49,2.6,28 OZ,
2021-08-06,19064664101,oatly oat milk original,3.0,6.99,3.53,OZ,
2021-08-06,3680033500,fc almond milk plain,1.0,3.99,2.36,64,oz
2021-08-06,74236531660,horizon whole milk,1.0,4.99,2.83,16 OZ,
2021-08-06,74236526445,horizon whole milk,1.0,6.99,4.23,64,ea
2021-08-06,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.04,64,ea
2021-08-07,1570016453,mg vitamin d milk pint,2.0,1.49,0.7,16,OZ
2021-08-07,1570016410,meadow gold 2% milk plastic-pt,3.0,1.49,0.68,16,OZ
2021-08-07,1570016310,meadow gold 2% milk plast,4.0,2.49,1.16,32,OZ
2021-08-07,1570016255,viva 1/2 gal 2% milk,4.0,2.99,1.57,32,OZ
2021-08-07,1570014801,m-gold whole milk quart,4.0,2.49,1.23,32,OZ
2021-08-07,1570016251,viva 1/2 gal 1% milk,1.0,2.99,1.46,64,OZ
2021-08-07,2640041767,drigld strawberry milk,2.0,1.99,1.18,14 OZ,
2021-08-07,2640041035,drgld bulgarian bttrmilk,2.0,2.99,1.36,,
2021-08-07,74236526445,horizon whole milk,2.0,6.99,4.23,64,ea
2021-08-07,74236526425,hrzn milk 2% uht og2,3.0,6.99,4.04,64,ea
2021-08-07,76352800015,prm milk 2% midnt choclt,4.0,2.99,1.42,12,
2021-08-07,7403004550,galbani whl milk ricott,1.0,6.49,3.66,OZ,
2021-08-07,3680097670,fd clb ff milk 1/2 g,1.0,2.99,,64OZ,
2021-08-07,19064664101,oatly oat milk original,2.0,6.99,3.53,OZ,
2021-08-07,3680033500,fc almond milk plain,1.0,3.99,2.36,64,oz
2021-08-07,7495802558,cv mozz whl milk shredd,1.0,3.79,1.98,OZ,oz
2021-08-08,1570016453,mg vitamin d milk pint,3.0,1.49,0.69,16,OZ
2021-08-08,1570016410,meadow gold 2% milk plastic-pt,3.0,1.49,0.67,16,OZ
2021-08-08,1570016310,meadow gold 2% milk plast,2.0,2.49,1.14,32,OZ
2021-08-08,1570016255,viva 1/2 gal 2% milk,4.0,2.99,1.57,32,OZ
2021-08-08,1570016144,viva skim milk 1gal,1.0,3.99,2.16,128,OZ
2021-08-08,1570014801,m-gold whole milk quart,5.0,2.49,1.22,32,OZ
2021-08-08,3680097670,fd clb ff milk 1/2 g,2.0,2.99,,64OZ,
2021-08-08,2529360023,silk soy milk unswt,1.0,6.99,3.47,64,
2021-08-08,85631200279,fairlife 2% choc milk,1.0,5.49,3.35,52,oz
2021-08-08,19064664101,oatly oat milk original,2.0,6.99,3.53,OZ,
2021-08-08,4157005617,almond brz orgiginal milk,2.0,5.99,3.68,64,OZ
2021-08-08,7495802558,cv mozz whl milk shredd,2.0,3.79,1.98,OZ,oz
2021-08-08,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.04,64,ea
2021-08-09,1570016453,mg vitamin d milk pint,3.0,1.49,0.69,16,OZ
2021-08-09,1570016310,meadow gold 2% milk plast,7.0,2.49,1.14,32,OZ
2021-08-09,1570016244,viva 1/2 gal ff milk,2.0,2.99,1.39,32,OZ
2021-08-09,1570016144,viva skim milk 1gal,1.0,3.99,2.16,128,OZ
2021-08-09,1570014801,m-gold whole milk quart,3.0,2.49,1.22,32,OZ
2021-08-09,1570016251,viva 1/2 gal 1% milk,1.0,2.99,1.46,64,OZ
2021-08-09,2640041767,drigld strawberry milk,3.0,1.99,1.18,14 OZ,
2021-08-09,2640041035,drgld bulgarian bttrmilk,1.0,2.99,1.36,,
2021-08-09,2529360090,silk soy milk plain asept,1.0,4.49,3.1,32 OZ,OZ
2021-08-09,81162002016,fa!rlife hole milk,3.0,5.99,3.35,52,ea
2021-08-09,76352800015,prm milk 2% midnt choclt,3.0,2.99,1.42,12,
2021-08-09,74236531660,horizon whole milk,1.0,4.99,2.83,16 OZ,
2021-08-09,74236526445,horizon whole milk,6.0,6.99,4.04,64,ea
2021-08-09,85631200279,fairlife 2% choc milk,1.0,5.49,3.35,52,oz
2021-08-09,85631200277,fairlife 2% rf milk,1.0,5.49,3.35,52,ea
2021-08-09,19064664101,oatly oat milk original,1.0,6.99,3.53,OZ,
2021-08-09,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.04,64,ea
2021-08-09,3680097685,fd clb 2% milk half ,2.0,2.99,,64 OZ,PK
2021-08-10,1570016144,viva skim milk 1gal,1.0,3.99,2.16,128,OZ
2021-08-10,1570016410,meadow gold 2% milk plastic-pt,9.0,1.49,0.67,16,OZ
