date,upc,description,quantity_sold,price,unit_cost,_size,unit_of_measure
2021-01-01,74236526425,hrzn milk 2% uht og2,1.0,6.99,4.0,64,ea
2021-01-01,74236526402,hrzn milk lactose free,1.0,6.99,5.39,64 OZ,OZ
2021-01-01,2640041035,drgld bulgarian bttrmilk,1.0,2.99,1.36,,
2021-01-01,4190007641,dairy pure whole milk 64 z,8.0,2.99,2.33,64 Z,oz
2021-01-01,4190007663,viva 1/2 gal 2% milk,3.0,2.99,2.26,64,
2021-01-01,4190007681,viva 1/2 gal 1% milk,1.0,2.99,2.2,64,OZ
2021-01-01,3680005733,fl cir orgnc 2% rf milk,2.0,4.99,3.27,64 OZ,OZ
2021-01-02,74236526445,horizon whole milk,2.0,6.99,4.0,64,ea
2021-01-02,74236526402,hrzn milk lactose free,1.0,6.99,5.39,64 OZ,OZ
2021-01-02,74236526425,hrzn milk 2% uht og2,1.0,6.99,4.0,64,ea
2021-01-02,81363602188,califa oat milk unswtnd,1.0,6.99,3.92,48,oz
2021-01-02,2529360039,silk soy milk plain,2.0,5.49,3.47,64,
2021-01-02,2640027561,drigld whl milk ultra,1.0,4.99,,,OZ
2021-01-02,4190007641,dairy pure whole milk 64 z,2.0,2.99,2.33,64 Z,oz
2021-01-02,4190007666,mg 2% milk pint,1.0,1.99,0.68,,OZ
2021-01-02,4190007681,viva 1/2 gal 1% milk,3.0,2.99,2.2,64,OZ
2021-01-02,7495802558,cv mozz whl milk shredd,1.0,3.79,1.9,OZ,oz
2021-01-03,74236526425,hrzn milk 2% uht og2,1.0,6.99,4.0,64,ea
2021-01-03,81162002016,fa!rlife hole milk,1.0,5.99,3.24,52,ea
2021-01-03,81363602188,califa oat milk unswtnd,1.0,6.99,3.92,48,oz
2021-01-03,85631200277,fairlife 2% rf milk,2.0,5.49,3.24,52,ea
2021-01-03,85631200279,fairlife 2% choc milk,1.0,5.49,3.24,52,oz
2021-01-03,2640041035,drgld bulgarian bttrmilk,1.0,2.99,1.36,,
2021-01-03,2640041767,drigld strawberry milk,1.0,1.99,1.18,14 OZ,
2021-01-03,4190007641,dairy pure whole milk 64 z,4.0,2.99,2.33,64 Z,oz
2021-01-03,4190007663,viva 1/2 gal 2% milk,3.0,2.99,14.13,64,
2021-01-03,4190007681,viva 1/2 gal 1% milk,1.0,2.99,2.2,64,OZ
2021-01-03,3680011154,fd clb whl milk lact,2.0,3.49,2.65,64,
2021-01-04,81162002016,fa!rlife hole milk,1.0,5.99,3.24,52,ea
2021-01-04,76352800015,prm milk 2% midnt choclt,1.0,3.29,1.63,12,
2021-01-04,4190007704,viva 1/2 gal ff milk,2.0,2.99,2.13,64,OZ
2021-01-04,4190007681,viva 1/2 gal 1% milk,1.0,2.99,2.2,64,OZ
2021-01-04,4190007666,mg 2% milk pint,2.0,1.99,0.68,,OZ
2021-01-04,4190007641,dairy pure whole milk 64 z,5.0,2.99,1.5,64 Z,oz
2021-01-04,4190007663,viva 1/2 gal 2% milk,1.0,2.99,1.45,64,
2021-01-04,3680005733,fl cir orgnc 2% rf milk,1.0,4.99,3.27,64 OZ,OZ
2021-01-04,74236526445,horizon whole milk,1.0,6.99,4.0,64,ea
2021-01-05,76352800015,prm milk 2% midnt choclt,1.0,3.29,1.63,12,
2021-01-05,74236526425,hrzn milk 2% uht og2,3.0,6.99,4.0,64,ea
2021-01-05,74236526445,horizon whole milk,1.0,6.99,4.0,64,ea
2021-01-05,74236526495,horizon whole milk,1.0,6.99,4.94,64 OZ,
2021-01-05,2640041767,drigld strawberry milk,1.0,1.99,1.18,14 OZ,
2021-01-05,4190007641,dairy pure whole milk 64 z,3.0,2.99,1.5,64 Z,oz
2021-01-05,4190007663,viva 1/2 gal 2% milk,3.0,2.99,1.45,64,
2021-01-05,3680011154,fd clb whl milk lact,1.0,3.49,2.65,64,
2021-01-06,76352800015,prm milk 2% midnt choclt,1.0,3.29,1.63,12,
2021-01-06,74236526495,horizon whole milk,1.0,6.99,4.94,64 OZ,
2021-01-06,74236526402,hrzn milk lactose free,1.0,6.99,5.39,64 OZ,OZ
2021-01-06,85631200277,fairlife 2% rf milk,2.0,5.49,3.24,52,ea
2021-01-06,7403004550,galbani whl milk ricott,1.0,6.49,2.71,OZ,
2021-01-06,2529360039,silk soy milk plain,1.0,5.49,3.47,64,
2021-01-06,2640041035,drgld bulgarian bttrmilk,1.0,2.99,1.36,,
2021-01-06,4190007641,dairy pure whole milk 64 z,4.0,2.99,1.5,64 Z,oz
2021-01-06,4190007663,viva 1/2 gal 2% milk,4.0,2.99,1.45,64,
2021-01-06,3680005733,fl cir orgnc 2% rf milk,1.0,4.99,3.27,64 OZ,OZ
2021-01-06,4190007704,viva 1/2 gal ff milk,1.0,2.99,1.96,64,OZ
2021-01-07,1570010320,mg buttermilk,1.0,0.49,0.29,8,OZ
2021-01-07,2529360090,silk soy milk plain asept,1.0,3.99,2.43,32 OZ,OZ
2021-01-07,81162002016,fa!rlife hole milk,1.0,5.99,3.24,52,ea
2021-01-07,85631200279,fairlife 2% choc milk,4.0,5.49,3.24,52,oz
2021-01-07,9396651300,ov uht milk whole og,1.0,7.49,4.96,64,OZ
2021-01-07,4190007663,viva 1/2 gal 2% milk,3.0,2.99,1.45,64,
2021-01-07,4190007666,mg 2% milk pint,1.0,1.99,0.68,,OZ
2021-01-07,4190007704,viva 1/2 gal ff milk,1.0,2.99,1.96,64,OZ
2021-01-07,74236526495,horizon whole milk,1.0,6.99,4.94,64 OZ,
2021-01-08,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.0,64,ea
2021-01-08,74236526445,horizon whole milk,2.0,6.99,4.0,64,ea
2021-01-08,74236526495,horizon whole milk,3.0,6.99,4.94,64 OZ,
2021-01-08,81363602188,califa oat milk unswtnd,1.0,6.99,3.92,48,oz
2021-01-08,85505700805,green goat whole milk,1.0,7.99,4.56,,
2021-01-08,9396600021,ov milk uht 2% og2,2.0,4.49,2.85,32,oz
2021-01-08,9396651300,ov uht milk whole og,1.0,7.49,4.96,64,OZ
2021-01-08,4190007704,viva 1/2 gal ff milk,2.0,2.99,1.96,64,OZ
2021-01-08,4190007663,viva 1/2 gal 2% milk,2.0,2.99,1.45,64,
2021-01-08,4190007641,dairy pure whole milk 64 z,5.0,2.99,1.5,64 Z,oz
2021-01-08,3680005733,fl cir orgnc 2% rf milk,2.0,4.99,3.27,64 OZ,OZ
2021-01-09,1570010320,mg buttermilk,6.0,0.49,0.29,8,OZ
2021-01-09,74236526425,hrzn milk 2% uht og2,3.0,6.99,4.0,64,ea
2021-01-09,74236526445,horizon whole milk,3.0,6.99,4.0,64,ea
2021-01-09,81162002016,fa!rlife hole milk,1.0,5.99,3.24,52,ea
2021-01-09,85631200277,fairlife 2% rf milk,1.0,5.49,3.24,52,ea
2021-01-09,85631200279,fairlife 2% choc milk,1.0,5.49,3.24,52,oz
2021-01-09,7403004550,galbani whl milk ricott,1.0,6.49,2.71,OZ,
2021-01-09,2529360023,silk soy milk unswt,2.0,5.49,3.47,64,
2021-01-09,9396651300,ov uht milk whole og,1.0,7.49,4.96,64,OZ
2021-01-09,4190007641,dairy pure whole milk 64 z,5.0,2.99,1.5,64 Z,oz
2021-01-09,4190007663,viva 1/2 gal 2% milk,3.0,2.99,1.45,64,
2021-01-09,4190007666,mg 2% milk pint,1.0,1.99,0.68,,OZ
2021-01-09,4190007681,viva 1/2 gal 1% milk,2.0,2.99,2.03,64,OZ
2021-01-09,4190007704,viva 1/2 gal ff milk,1.0,2.99,1.96,64,OZ
2021-01-09,3680005733,fl cir orgnc 2% rf milk,2.0,4.99,3.27,64 OZ,OZ
2021-01-10,1570010320,mg buttermilk,4.0,0.49,0.29,8,OZ
2021-01-10,74236526425,hrzn milk 2% uht og2,1.0,6.99,4.0,64,ea
2021-01-10,81363602188,califa oat milk unswtnd,2.0,6.99,3.92,48,oz
2021-01-10,9396651300,ov uht milk whole og,1.0,7.49,4.96,64,OZ
2021-01-10,2640041767,drigld strawberry milk,3.0,1.99,1.18,14 OZ,
2021-01-10,4190007663,viva 1/2 gal 2% milk,1.0,2.99,1.45,64,
2021-01-10,4190007666,mg 2% milk pint,1.0,1.99,0.63,,OZ
2021-01-10,4190007681,viva 1/2 gal 1% milk,2.0,2.99,2.03,64,OZ
2021-01-10,4190007641,dairy pure whole milk 64 z,2.0,2.99,1.5,64 Z,oz
2021-01-10,3680005733,fl cir orgnc 2% rf milk,1.0,4.99,3.27,64 OZ,OZ
2021-01-11,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.0,64,ea
2021-01-11,85505700805,green goat whole milk,1.0,7.99,4.56,,
2021-01-11,81162002016,fa!rlife hole milk,1.0,5.99,3.24,52,ea
2021-01-11,2640041767,drigld strawberry milk,1.0,1.99,1.18,14 OZ,
2021-01-11,3680005733,fl cir orgnc 2% rf milk,2.0,4.99,3.27,64 OZ,OZ
2021-01-11,4190007663,viva 1/2 gal 2% milk,1.0,2.99,1.45,64,
2021-01-11,4190007704,viva 1/2 gal ff milk,1.0,2.99,1.96,64,OZ
2021-01-12,1570010320,mg buttermilk,1.0,0.49,0.29,8,OZ
2021-01-12,81162002016,fa!rlife hole milk,1.0,5.99,3.24,52,ea
2021-01-12,85631200279,fairlife 2% choc milk,1.0,5.49,3.24,52,oz
2021-01-12,7403004550,galbani whl milk ricott,1.0,6.49,2.71,OZ,
2021-01-12,2640027561,drigld whl milk ultra,1.0,4.99,,,OZ
2021-01-12,4190007641,dairy pure whole milk 64 z,1.0,2.99,1.5,64 Z,oz
2021-01-12,3680011154,fd clb whl milk lact,1.0,3.49,2.65,64,
2021-01-12,4190007666,mg 2% milk pint,1.0,1.99,0.63,,OZ
2021-01-12,4190007681,viva 1/2 gal 1% milk,1.0,2.99,2.03,64,OZ
2021-01-13,1570010320,mg buttermilk,1.0,0.49,0.27,8,OZ
2021-01-13,81162002016,fa!rlife hole milk,2.0,5.99,3.24,52,ea
2021-01-13,81363602188,califa oat milk unswtnd,1.0,6.99,3.92,48,oz
2021-01-13,74236526445,horizon whole milk,2.0,6.99,4.0,64,ea
2021-01-13,9396651300,ov uht milk whole og,1.0,7.49,4.96,64,OZ
2021-01-13,4190007663,viva 1/2 gal 2% milk,4.0,2.99,1.45,64,
2021-01-13,4190007666,mg 2% milk pint,1.0,1.99,0.63,,OZ
2021-01-13,4190007641,dairy pure whole milk 64 z,1.0,2.99,1.5,64 Z,oz
2021-01-14,1570010320,mg buttermilk,1.0,0.49,0.27,8,OZ
2021-01-14,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.0,64,ea
2021-01-14,74236526445,horizon whole milk,1.0,6.99,4.0,64,ea
2021-01-14,74236526495,horizon whole milk,3.0,6.99,4.94,64 OZ,
2021-01-14,2640041767,drigld strawberry milk,1.0,1.99,1.18,14 OZ,
2021-01-14,9396651300,ov uht milk whole og,1.0,7.49,4.96,64,OZ
2021-01-14,4190007641,dairy pure whole milk 64 z,3.0,2.99,1.5,64 Z,oz
2021-01-14,4190007663,viva 1/2 gal 2% milk,1.0,2.99,1.45,64,
2021-01-14,4190007704,viva 1/2 gal ff milk,1.0,2.99,1.96,64,OZ
2021-01-15,1570010320,mg buttermilk,4.0,0.49,0.27,8,OZ
2021-01-15,74236526402,hrzn milk lactose free,2.0,6.99,5.39,64 OZ,OZ
2021-01-15,74236526425,hrzn milk 2% uht og2,1.0,6.99,4.0,64,ea
2021-01-15,81162002016,fa!rlife hole milk,2.0,5.99,3.24,52,ea
2021-01-15,85631200279,fairlife 2% choc milk,2.0,5.49,2.87,52,oz
2021-01-15,4190007641,dairy pure whole milk 64 z,3.0,2.99,1.5,64 Z,oz
2021-01-15,4190007663,viva 1/2 gal 2% milk,2.0,2.99,1.45,64,
2021-01-16,2529360090,silk soy milk plain asept,1.0,3.99,2.43,32 OZ,OZ
2021-01-16,85631200279,fairlife 2% choc milk,2.0,5.49,2.87,52,oz
2021-01-16,2640027561,drigld whl milk ultra,1.0,4.99,,,OZ
2021-01-16,74236526495,horizon whole milk,1.0,6.99,4.94,64 OZ,
2021-01-16,4190007663,viva 1/2 gal 2% milk,3.0,2.99,1.45,64,
2021-01-16,4190007681,viva 1/2 gal 1% milk,2.0,2.99,2.03,64,OZ
2021-01-16,4190007704,viva 1/2 gal ff milk,2.0,2.99,1.96,64,OZ
2021-01-16,7495802558,cv mozz whl milk shredd,3.0,3.79,1.9,OZ,oz
2021-01-16,74236526425,hrzn milk 2% uht og2,4.0,6.99,4.0,64,ea
2021-01-17,1570010320,mg buttermilk,3.0,0.49,0.27,8,OZ
2021-01-17,1570016244,viva 1/2 gal ff milk,1.0,2.99,1.96,32,OZ
2021-01-17,1570016251,viva 1/2 gal 1% milk,1.0,2.99,2.01,64,OZ
2021-01-17,81162002016,fa!rlife hole milk,1.0,5.99,2.87,52,ea
2021-01-17,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.0,64,ea
2021-01-17,74236526495,horizon whole milk,1.0,6.99,4.94,64 OZ,
2021-01-17,76352800015,prm milk 2% midnt choclt,3.0,3.29,1.63,12,
2021-01-17,85631200277,fairlife 2% rf milk,2.0,5.49,2.87,52,ea
2021-01-17,9396600021,ov milk uht 2% og2,1.0,4.49,2.85,32,oz
2021-01-17,4190007663,viva 1/2 gal 2% milk,2.0,2.99,1.45,64,
2021-01-17,4190007666,mg 2% milk pint,1.0,1.99,0.6,,OZ
2021-01-18,1570016255,viva 1/2 gal 2% milk,1.0,2.99,1.45,32,OZ
2021-01-18,74236526495,horizon whole milk,5.0,6.99,4.94,64 OZ,
2021-01-18,85631200277,fairlife 2% rf milk,2.0,5.49,2.87,52,ea
2021-01-18,85631200279,fairlife 2% choc milk,1.0,5.49,2.87,52,oz
2021-01-18,4190007663,viva 1/2 gal 2% milk,3.0,2.99,1.45,64,
2021-01-19,1570016144,viva skim milk 1gal,2.0,2.99,2.01,128,OZ
2021-01-19,4190007663,viva 1/2 gal 2% milk,3.0,2.99,1.45,64,
2021-01-19,4190007666,mg 2% milk pint,2.0,1.99,0.6,,OZ
2021-01-19,4190007704,viva 1/2 gal ff milk,1.0,2.99,1.96,64,OZ
2021-01-19,74236526402,hrzn milk lactose free,1.0,6.99,5.39,64 OZ,OZ
2021-01-19,74236526425,hrzn milk 2% uht og2,5.0,6.99,4.0,64,ea
2021-01-19,74236526495,horizon whole milk,2.0,6.99,4.94,64 OZ,
2021-01-20,1570016244,viva 1/2 gal ff milk,1.0,2.99,1.96,32,OZ
2021-01-20,1570016255,viva 1/2 gal 2% milk,1.0,2.99,1.45,32,OZ
2021-01-20,1570016144,viva skim milk 1gal,1.0,2.99,2.01,128,OZ
2021-01-20,85631200277,fairlife 2% rf milk,1.0,3.99,2.87,52,ea
2021-01-20,85631200279,fairlife 2% choc milk,1.0,5.49,2.87,52,oz
2021-01-20,4190007663,viva 1/2 gal 2% milk,2.0,2.99,1.45,64,
2021-01-20,4190007666,mg 2% milk pint,1.0,1.99,0.63,,OZ
2021-01-20,7495802558,cv mozz whl milk shredd,1.0,3.79,2.21,OZ,oz
2021-01-20,74236526402,hrzn milk lactose free,1.0,6.99,5.39,64 OZ,OZ
2021-01-21,1570010320,mg buttermilk,2.0,0.49,0.27,8,OZ
2021-01-21,1570016255,viva 1/2 gal 2% milk,1.0,2.99,1.45,32,OZ
2021-01-21,1570016144,viva skim milk 1gal,1.0,2.99,2.01,128,OZ
2021-01-21,85631200279,fairlife 2% choc milk,1.0,3.99,2.87,52,oz
2021-01-21,2529360023,silk soy milk unswt,1.0,5.49,2.97,64,
2021-01-21,74236526495,horizon whole milk,4.0,6.99,4.94,64 OZ,
2021-01-21,4190007666,mg 2% milk pint,2.0,1.99,0.63,,OZ
2021-01-21,7495802558,cv mozz whl milk shredd,1.0,3.79,2.21,OZ,oz
2021-01-22,1570010320,mg buttermilk,4.0,0.49,0.27,8,OZ
2021-01-22,1570016144,viva skim milk 1gal,1.0,2.99,2.01,128,OZ
2021-01-22,1570016244,viva 1/2 gal ff milk,1.0,2.99,1.96,32,OZ
2021-01-22,1570016251,viva 1/2 gal 1% milk,2.0,2.99,2.01,64,OZ
2021-01-22,1570016255,viva 1/2 gal 2% milk,2.0,2.99,1.45,32,OZ
2021-01-22,74236526425,hrzn milk 2% uht og2,3.0,6.99,4.0,64,ea
2021-01-22,74236526495,horizon whole milk,7.0,6.99,4.94,64 OZ,
2021-01-22,81162002016,fa!rlife hole milk,2.0,3.99,2.87,52,ea
2021-01-22,85505700805,green goat whole milk,1.0,7.99,4.56,,
2021-01-22,4190007663,viva 1/2 gal 2% milk,1.0,2.99,1.45,64,
2021-01-22,4190007666,mg 2% milk pint,1.0,1.99,0.63,,OZ
2021-01-22,3680011154,fd clb whl milk lact,1.0,3.49,2.65,64,
2021-01-23,1570016244,viva 1/2 gal ff milk,1.0,2.99,1.96,32,OZ
2021-01-23,1570016251,viva 1/2 gal 1% milk,2.0,2.99,2.01,64,OZ
2021-01-23,1570016255,viva 1/2 gal 2% milk,1.0,2.99,1.45,32,OZ
2021-01-23,74236526495,horizon whole milk,1.0,6.99,4.94,64 OZ,
2021-01-23,76352800015,prm milk 2% midnt choclt,2.0,3.29,1.63,12,
2021-01-23,74236526425,hrzn milk 2% uht og2,6.0,6.99,4.0,64,ea
2021-01-23,85631200277,fairlife 2% rf milk,2.0,3.99,2.87,52,ea
2021-01-23,9396600021,ov milk uht 2% og2,1.0,4.49,2.85,32,oz
2021-01-23,7403004550,galbani whl milk ricott,1.0,6.49,2.71,OZ,
2021-01-24,1570010320,mg buttermilk,3.0,0.49,0.27,8,OZ
2021-01-24,1570016251,viva 1/2 gal 1% milk,2.0,2.99,2.01,64,OZ
2021-01-24,1570016255,viva 1/2 gal 2% milk,4.0,2.99,1.45,32,OZ
2021-01-24,76352800015,prm milk 2% midnt choclt,1.0,3.29,1.63,12,
2021-01-24,74236526425,hrzn milk 2% uht og2,4.0,6.99,4.0,64,ea
2021-01-24,85631200279,fairlife 2% choc milk,2.0,3.99,2.87,52,oz
2021-01-24,2529360023,silk soy milk unswt,1.0,5.49,2.97,64,
2021-01-24,7495802558,cv mozz whl milk shredd,1.0,3.79,2.21,OZ,oz
2021-01-25,1570016251,viva 1/2 gal 1% milk,1.0,2.99,2.01,64,OZ
2021-01-25,1570010320,mg buttermilk,2.0,0.49,0.27,8,OZ
2021-01-25,1570016244,viva 1/2 gal ff milk,1.0,2.99,1.96,32,OZ
2021-01-25,1570016255,viva 1/2 gal 2% milk,4.0,2.99,1.45,32,OZ
2021-01-25,1570016144,viva skim milk 1gal,3.0,2.99,2.01,128,OZ
2021-01-25,81162002016,fa!rlife hole milk,1.0,3.99,2.87,52,ea
2021-01-25,74236526425,hrzn milk 2% uht og2,3.0,6.99,4.0,64,ea
2021-01-25,19064664101,oatly oat milk original,3.0,6.99,3.53,OZ,
2021-01-26,1570010320,mg buttermilk,4.0,0.49,0.27,8,OZ
2021-01-26,1570016244,viva 1/2 gal ff milk,3.0,2.99,1.96,32,OZ
2021-01-26,1570016251,viva 1/2 gal 1% milk,1.0,2.99,2.03,64,OZ
2021-01-26,1570016255,viva 1/2 gal 2% milk,2.0,2.99,1.45,32,OZ
2021-01-26,76352800015,prm milk 2% midnt choclt,1.0,3.29,1.63,12,
2021-01-26,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.0,64,ea
2021-01-26,81162002016,fa!rlife hole milk,1.0,3.99,2.87,52,ea
2021-01-26,85631200277,fairlife 2% rf milk,1.0,3.99,2.87,52,ea
2021-01-26,19064664101,oatly oat milk original,1.0,6.99,3.53,OZ,
2021-01-26,4190007666,mg 2% milk pint,1.0,1.99,0.63,,OZ
2021-01-27,1570010320,mg buttermilk,2.0,0.49,0.26,8,OZ
2021-01-27,1570016144,viva skim milk 1gal,3.0,2.99,2.01,128,OZ
2021-01-27,1570016244,viva 1/2 gal ff milk,2.0,2.99,1.96,32,OZ
2021-01-27,1570016251,viva 1/2 gal 1% milk,2.0,2.99,2.03,64,OZ
2021-01-27,1570016255,viva 1/2 gal 2% milk,1.0,2.99,1.45,32,OZ
2021-01-27,74236526402,hrzn milk lactose free,1.0,6.99,5.39,64 OZ,OZ
2021-01-27,74236526425,hrzn milk 2% uht og2,1.0,6.99,4.04,64,ea
2021-01-27,81162002016,fa!rlife hole milk,1.0,5.99,2.87,52,ea
2021-01-27,85631200277,fairlife 2% rf milk,2.0,5.49,2.87,52,ea
2021-01-27,85631200279,fairlife 2% choc milk,1.0,5.49,2.87,52,oz
2021-01-27,4190007666,mg 2% milk pint,2.0,1.99,0.63,,OZ
2021-01-27,7495802558,cv mozz whl milk shredd,1.0,3.79,2.21,OZ,oz
2021-01-28,1570016255,viva 1/2 gal 2% milk,1.0,2.99,1.45,32,OZ
2021-01-28,1570010320,mg buttermilk,1.0,0.49,0.26,8,OZ
2021-01-28,81162002016,fa!rlife hole milk,1.0,5.99,2.87,52,ea
2021-01-28,85631200277,fairlife 2% rf milk,1.0,5.49,2.87,52,ea
2021-01-28,19064664101,oatly oat milk original,2.0,6.99,3.53,OZ,
2021-01-28,4190007666,mg 2% milk pint,2.0,1.99,0.63,,OZ
2021-01-28,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.04,64,ea
2021-01-29,1570016144,viva skim milk 1gal,1.0,2.99,2.01,128,OZ
2021-01-29,1570016255,viva 1/2 gal 2% milk,1.0,2.99,1.45,32,OZ
2021-01-29,76352800015,prm milk 2% midnt choclt,2.0,3.29,1.63,12,
2021-01-29,74236526425,hrzn milk 2% uht og2,1.0,6.99,4.04,64,ea
2021-01-29,9396600021,ov milk uht 2% og2,2.0,2.99,2.85,32,oz
2021-01-29,4190007666,mg 2% milk pint,2.0,1.99,0.63,,OZ
2021-01-30,1570016255,viva 1/2 gal 2% milk,1.0,2.99,1.45,32,OZ
2021-01-30,1570010320,mg buttermilk,1.0,0.49,0.26,8,OZ
2021-01-30,2529360023,silk soy milk unswt,1.0,5.49,2.97,64,
2021-01-30,81162002016,fa!rlife hole milk,1.0,5.99,2.87,52,ea
2021-01-30,7403004550,galbani whl milk ricott,1.0,6.49,2.71,OZ,
2021-01-30,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.04,64,ea
2021-01-31,1570016244,viva 1/2 gal ff milk,1.0,2.99,1.96,32,OZ
2021-01-31,1570016255,viva 1/2 gal 2% milk,2.0,2.99,1.45,32,OZ
2021-01-31,1570016144,viva skim milk 1gal,1.0,2.99,2.01,128,OZ
2021-01-31,74236526402,hrzn milk lactose free,1.0,6.99,5.39,64 OZ,OZ
2021-01-31,74236526425,hrzn milk 2% uht og2,4.0,6.99,4.04,64,ea
2021-01-31,85631200279,fairlife 2% choc milk,1.0,5.49,2.87,52,oz
2021-01-31,9396600021,ov milk uht 2% og2,2.0,2.99,2.85,32,oz
2021-01-31,4190007666,mg 2% milk pint,2.0,1.99,0.63,,OZ
2021-01-31,7495802558,cv mozz whl milk shredd,1.0,3.79,2.21,OZ,oz
2021-02-01,1570016144,viva skim milk 1gal,1.0,2.99,2.01,128,OZ
2021-02-01,1570016255,viva 1/2 gal 2% milk,1.0,2.99,1.45,32,OZ
2021-02-01,74236526425,hrzn milk 2% uht og2,4.0,6.99,4.04,64,ea
2021-02-01,74236526495,horizon whole milk,3.0,6.99,4.94,64 OZ,
2021-02-01,76352800015,prm milk 2% midnt choclt,1.0,3.29,1.63,12,
2021-02-01,85631200277,fairlife 2% rf milk,1.0,5.49,3.24,52,ea
2021-02-01,2529360023,silk soy milk unswt,1.0,5.49,2.97,64,
2021-02-01,9396600021,ov milk uht 2% og2,3.0,2.99,2.85,32,oz
2021-02-01,4190007666,mg 2% milk pint,1.0,1.99,0.63,,OZ
2021-02-02,1570016244,viva 1/2 gal ff milk,4.0,2.99,1.96,32,OZ
2021-02-02,1570016251,viva 1/2 gal 1% milk,2.0,2.99,2.03,64,OZ
2021-02-02,1570016255,viva 1/2 gal 2% milk,2.0,2.99,1.45,32,OZ
2021-02-02,76352800015,prm milk 2% midnt choclt,1.0,3.29,1.63,12,
2021-02-02,81162002016,fa!rlife hole milk,1.0,5.99,3.24,52,ea
2021-02-02,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.04,64,ea
2021-02-02,74236526495,horizon whole milk,3.0,6.99,4.94,64 OZ,
2021-02-02,2529360023,silk soy milk unswt,1.0,5.49,2.97,64,
2021-02-02,2640041767,drigld strawberry milk,1.0,1.99,1.18,14 OZ,
2021-02-02,9396600021,ov milk uht 2% og2,1.0,2.99,2.85,32,oz
2021-02-02,3680011154,fd clb whl milk lact,2.0,3.49,2.65,64,
2021-02-03,1570016144,viva skim milk 1gal,1.0,2.99,2.06,128,OZ
2021-02-03,1570016244,viva 1/2 gal ff milk,1.0,2.99,1.96,32,OZ
2021-02-03,1570016255,viva 1/2 gal 2% milk,3.0,2.99,1.45,32,OZ
2021-02-03,76352800015,prm milk 2% midnt choclt,1.0,3.29,1.63,12,
2021-02-03,85631200277,fairlife 2% rf milk,2.0,5.49,3.24,52,ea
2021-02-03,74236526425,hrzn milk 2% uht og2,2.0,6.99,4.04,64,ea
2021-02-03,74236526495,horizon whole milk,2.0,6.99,4.94,64 OZ,
2021-02-04,1570010320,mg buttermilk,4.0,0.49,0.27,8,OZ
2021-02-04,1570016144,viva skim milk 1gal,1.0,2.99,2.06,128,OZ
2021-02-04,1570016244,viva 1/2 gal ff milk,1.0,2.99,1.96,32,OZ
2021-02-04,1570016255,viva 1/2 gal 2% milk,1.0,2.99,1.45,32,OZ
2021-02-04,74236526495,horizon whole milk,3.0,6.99,4.94,64 OZ,
2021-02-04,2529360039,silk soy milk plain,1.0,5.49,3.47,64,
2021-02-04,2640041767,drigld strawberry milk,1.0,1.99,1.18,14 OZ,
2021-02-05,1570012225,mg old style buttermilk,1.0,3.49,1.97,32 OZ,OZ
2021-02-05,1570016251,viva 1/2 gal 1% milk,1.0,2.99,2.03,64,OZ
2021-02-05,1570016144,viva skim milk 1gal,2.0,2.99,2.06,128,OZ
2021-02-05,1570016255,viva 1/2 gal 2% milk,3.0,2.99,1.45,32,OZ
2021-02-05,74236526425,hrzn milk 2% uht og2,2.0,6.99,5.0,64,ea
2021-02-05,74236526495,horizon whole milk,9.0,6.99,4.94,64 OZ,
2021-02-05,85631200279,fairlife 2% choc milk,1.0,5.49,2.87,52,oz
2021-02-05,7403004550,galbani whl milk ricott,1.0,6.49,2.71,OZ,
2021-02-05,7495802558,cv mozz whl milk shredd,2.0,3.79,2.21,OZ,oz
2021-02-06,1570012225,mg old style buttermilk,2.0,3.49,1.97,32 OZ,OZ
2021-02-06,1570016144,viva skim milk 1gal,1.0,2.99,2.06,128,OZ
2021-02-06,1570016255,viva 1/2 gal 2% milk,5.0,2.99,1.45,32,OZ
2021-02-06,1570010320,mg buttermilk,2.0,0.49,0.27,8,OZ
2021-02-06,2640041767,drigld strawberry milk,1.0,1.99,1.18,14 OZ,
2021-02-06,85631200277,fairlife 2% rf milk,1.0,5.49,3.24,52,ea
2021-02-06,7403004550,galbani whl milk ricott,1.0,6.49,2.71,OZ,
2021-02-06,74236526495,horizon whole milk,2.0,6.99,4.94,64 OZ,
2021-02-06,74236526425,hrzn milk 2% uht og2,1.0,6.99,5.0,64,ea
2021-02-06,74236526445,horizon whole milk,1.0,6.99,5.0,64,ea
2021-02-07,1570016251,viva 1/2 gal 1% milk,1.0,2.99,2.05,64,OZ
2021-02-07,1570016255,viva 1/2 gal 2% milk,3.0,2.99,1.45,32,OZ
2021-02-07,74236526495,horizon whole milk,2.0,6.99,4.94,64 OZ,
2021-02-07,74236526445,horizon whole milk,4.0,6.99,5.0,64,ea
2021-02-07,81162002016,fa!rlife hole milk,1.0,5.99,3.24,52,ea
